emotion,centroid,flux,zcr,mfcc
laugh,2823.46797542,363736556544.0,0.0,662.891548523,179.826623585,-75.4360559304,-3.94789236348,-0.126790509975,21.6783869891,-48.4945956284,12.5937668455,25.4904055098,3.41435255791,-28.8795915153,-3.38424030767,0.301419280681,-5.56881628417,0.73515481391,-7.36093521003,-6.01675776698,-5.83351879469,0.888752925015,-5.9293751242
laugh,2542.62786602,0.0,0.0,717.037906818,194.197822518,-62.8839458627,2.0431994494,-8.56741083742,25.2086260506,-47.7935810112,36.6353624213,11.8826278987,-0.455437290348,-13.3523887669,6.59283143798,10.1926393996,-9.53761834338,2.44051248512,-10.9543656014,0.341566556519,-7.78196826032,7.78032921965,-10.4376184934
laugh,3580.8819634,0.0,46.875,771.766312921,159.463676973,-74.8973074482,40.3301606027,-21.5408088746,41.8784548966,-42.3194268496,20.7902947424,12.8273157781,3.4355940347,-1.66770672712,-1.38667397875,2.34995693901,-5.04178554589,-4.21693511837,-4.76570191669,3.5434691137,-15.8994315189,0.200606941635,-15.7087050011
laugh,3907.74840342,0.0,0.0,882.738886974,146.76313564,-77.4615340473,30.4339634728,-27.4509913614,20.1071453238,-30.0216017358,15.1244019252,8.59874274638,1.91214171466,-3.99246019067,4.11393101642,-1.23747859216,0.40931972961,-7.03626671334,-3.27794071996,2.48415118542,-18.1288453328,7.13432062376,-14.6195522031
laugh,3406.05908842,0.0,0.0,866.920090932,137.649162245,-93.9240122053,19.1734791019,-29.5193617246,25.3553823894,-21.5109217062,24.0919815144,-3.56781466756,-1.78578849384,8.64479210916,16.4149255226,10.7852452263,-11.2000481943,-3.13748274717,2.01282996804,3.45814263678,-8.26506999342,7.71680637856,-12.6411491414
laugh,3641.33674102,0.0,0.0,831.814860527,176.796367232,-91.4748458575,21.9754389261,-46.5817911193,3.48264462923,-44.8888742524,17.8577969884,-13.1916820542,-11.5078092852,11.3514744923,16.3723120105,13.8710436822,-19.9102846881,-10.210321865,-4.96689737708,-7.37849480851,-8.16303069717,12.9637111768,-9.04151721228
laugh,2693.2808593,0.0,0.0,882.168260252,170.030848342,-85.8459132533,7.59032177635,-44.5500384024,3.56558020717,-35.7517439503,4.13028722486,-14.1993087932,-17.0498093713,-6.39137740841,19.8222063715,20.4798844195,-4.66754854785,-4.08473639391,-8.44777880041,-10.0281568698,-9.83513760861,1.29551814956,-3.97013157388
laugh,3139.70804059,0.0,0.0,902.916193758,153.868145405,-84.2198276354,9.85822681823,-43.1192828247,8.06801321029,-42.3046829767,18.8436288145,-10.548126129,-13.5789959526,-7.43400827433,27.0061734794,21.7099331417,-15.0142371821,0.978632668869,-10.1613112209,-3.28943529804,-1.74584810746,1.74172351722,-1.33211082475
laugh,3291.48965308,0.0,0.0,904.504163593,126.033017579,-93.8369522419,3.734110135,-38.9752145439,-3.10224065004,-47.7686495909,-0.336008666034,-14.504461795,-17.4444362702,-12.0478061081,27.8908669474,8.84541134149,-16.0518108843,4.8966401825,-8.07324458222,8.91208678915,1.3866284147,9.59436687843,3.09319760268
laugh,3360.9873952,0.0,46.875,896.608545952,130.621153755,-90.4208982144,-8.24087937449,-36.2808945897,7.95712332733,-36.5240940933,6.44872585038,-13.9657723663,-17.4322041638,-10.0516918464,29.4745670293,4.13317269292,-23.6933258147,9.36041439957,-11.1821399938,1.62583503192,3.18857116872,4.07481419209,0.471921019916
laugh,3540.87706035,0.0,0.0,882.652387861,135.825439321,-108.565888146,3.14305100256,-40.9807523638,27.7342987956,-52.6910130016,12.3396436705,-22.7006968419,-11.7283737349,-26.8841132777,24.0511791033,8.77823762426,-24.0238290334,8.88693949938,-14.2104707372,9.1309148205,2.36136323048,-2.89085411094,3.74628035084
