emotion,centroid,spread,entropy,energy,mfcc
nonLaugh,2420.9210684,12520125748.1,2.67741789826,25566886.2293,553.810311257,179.955987059,-43.1535394143,6.24002807077,-18.2095951594,-9.67724415611,-14.864953737,-8.87978487852,-16.7539059371,-19.9005451523,-31.2459937581,-5.66304771072,4.84293143519,-16.9617042063,-6.84706782743,-24.8097008197,-17.7194987669,11.7735083494,26.8864918346,15.2288794899
nonLaugh,1914.1433645,9154095229.22,4.52779135448,72665011.2427,670.944981803,211.992318141,-71.9043984001,25.1574944327,1.12286057298,-13.8787917937,2.32002618613,-10.2508987719,-12.207520143,-22.7461269912,-41.6141016915,5.45440562696,13.8028681219,-14.0117863745,2.88455474102,-12.6071600909,-12.222935454,11.1537688093,14.9660414523,9.89744802633
nonLaugh,2502.73801917,44226296645.6,2.90797464335,1327719374.89,754.507409414,212.373212481,-61.7618389709,3.60089454174,8.09777151262,-13.63872386,-0.648831535859,-26.3730889836,-17.8825143229,-31.356827244,-41.199705764,10.3785980518,8.51126627501,-4.14994387448,14.3209532891,-13.3545126967,-18.9343498641,8.20056285862,6.30342772548,5.9512352156
nonLaugh,2499.12734579,95596929929.6,3.31102824,3534456014.68,823.623510453,195.883478488,-71.2721512634,27.2754822919,-0.947402928329,-15.2423745047,-1.59744430118,-27.3899708397,-7.18125019101,-21.2238448629,-35.1554357163,2.79386997781,0.926207958914,-8.49581135718,4.0169772533,-10.8304933722,-3.92985712595,13.9499870852,8.93332051716,10.8692335612
nonLaugh,2395.54052717,156167083915.0,3.07824596728,6184549743.66,877.926215399,180.36999643,-77.1898799521,46.6137150076,-12.9573548845,-24.0855761704,4.95256455158,-22.2288377527,-14.0417524922,-9.87135801731,-29.4115829516,-8.49834608122,-0.703535692935,-10.6803738222,-1.3769219421,-7.39120471041,-1.53927977138,11.9371832968,3.87967957034,5.88592774263
nonLaugh,2981.50774302,211216545145.0,3.21874699849,8186744688.21,913.178040903,194.676485339,-103.843692224,48.7005216909,-16.1353242,-15.8467209448,17.39287757,-26.2113496146,-15.3760356543,-6.68042814114,-19.4481722632,-4.78822660454,-2.17753576386,-8.91423532939,3.62393353639,-5.56090160469,-0.403155773342,10.6237448391,4.40358939172,11.7677546617
nonLaugh,2926.81451959,167744615694.0,3.98166645398,6433541838.93,905.034104962,188.773801311,-112.101430337,49.6759116715,-15.7119105582,-18.4246008796,14.380555285,-28.232927798,-14.5357947807,-6.53782956098,-18.4313155989,-6.71154366203,-9.82447142733,-14.1920640145,3.07912199412,-7.87680403513,-5.90547264168,7.4199215663,3.75689427013,11.597629743
nonLaugh,2894.78781426,47417108238.5,2.54237575249,1297168740.48,773.924694511,176.872160349,-72.8440629891,40.8592973752,4.30532516509,-18.1854260868,-0.0633711415525,-18.3564951609,-6.26151377102,-25.021733386,-40.20317179,5.27955800141,-3.63934133167,-25.013611505,-11.609561687,-19.863203654,-12.7036045859,1.86723833457,1.99720587679,15.4894559782
nonLaugh,2746.35665565,36449774913.0,1.65406938909,901240026.88,710.240059524,207.685758818,-54.205961422,25.7999129341,16.7933891894,-11.9645208143,2.31611254586,-7.97288585509,13.969273538,-32.4384740709,-52.471853047,19.359309241,-6.43422326454,-39.8351832131,-9.31403672803,-21.4536399348,-15.4857066743,5.54481015668,6.76881324571,21.4796349713
nonLaugh,2153.25204869,20996237480.5,2.11677888674,479254470.955,713.607956983,191.573674942,-60.8786467872,34.3719885304,5.61611952326,-16.8178891392,-0.933101867544,-5.90672562277,10.9617145881,-36.5515251475,-50.3077325067,16.5859896449,-0.386166721129,-26.8286201245,-6.0442464835,-18.0881563797,-21.0278624064,-10.4212768637,-0.667203866148,11.4565861165
nonLaugh,2263.72948113,26720423309.6,2.44281672432,707884558.848,710.073729423,196.605466019,-53.453216049,34.6635617818,17.6244646846,-12.8027792242,-12.1185072634,-14.3928135971,3.5868742691,-42.6511575098,-48.6486885548,20.7805264543,6.79289681966,-17.7053784352,-0.609915895623,-19.1518316647,-20.3591715377,-5.08118270464,0.482482122334,14.7523163414
nonLaugh,2297.40256748,21660610729.6,1.94472954182,461793838.763,706.480915251,208.102832706,-44.2105951326,46.0066749801,11.305750255,-15.7168259869,-5.52138868648,-10.3610015819,3.2433585995,-38.4795620753,-46.7604843302,15.7201264172,5.26758636139,-16.7019363251,3.88434712831,-11.7278168995,-14.8000850981,-1.89906627445,-0.376699903084,11.0220776682
